ma,cons_bars,cons_range,drop_thresh,take_profit,stop_loss,trades,win_rate,total_profit,avg_profit,max_dd,profit_factor,sl_rate
25,12,4.0,2.0,3.0,2.0,1076,42.100371747211895,111.73697978237807,0.103844776749422,84.00000000000007,1.0896765487820048,57.899628252788105
25,8,4.0,2.0,5.0,1.5,1064,24.718045112781954,110.23697978237834,0.10360618400599468,100.0,1.0917494629899112,75.28195488721805
25,4,3.0,2.0,3.0,2.0,1147,41.935483870967744,109.73697978237809,0.09567304253040809,47.00000000000007,1.0823851199567402,58.06451612903226
50,4,2.0,2.0,7.0,2.0,510,24.705882352941178,108.36466400507,0.2124797333432745,44.000000000000014,1.1410998229232683,75.29411764705883
25,12,4.0,3.0,7.0,2.0,360,25.555555555555554,108.00000000000013,0.3000000000000004,64.0,1.2014925373134329,74.44444444444444
25,4,2.0,2.0,3.0,3.0,862,52.088167053364266,106.73697978237799,0.12382480253176101,57.0,1.0861476834401758,47.91183294663573
25,8,2.0,2.0,3.0,2.0,814,42.62899262899263,105.73697978237816,0.12989800956066114,37.99999999999997,1.1132087577969787,57.37100737100738
25,8,2.0,2.0,5.0,1.5,777,25.225225225225223,105.23697978237827,0.13544012842004927,62.50000000000004,1.1207538494347427,74.77477477477478
25,4,3.0,2.0,7.0,2.0,827,23.70012091898428,104.73697978237821,0.12664689211895794,109.99999999999991,1.082992852442455,76.29987908101572
50,12,2.0,2.0,5.0,3.0,239,43.09623430962343,103.36466400506971,0.4324881339124256,41.00000000000004,1.253344764718308,56.903765690376574
25,12,4.0,2.0,7.0,3.0,614,31.758957654723126,102.73697978237817,0.16732407130680485,106.99999999999997,1.0817318852683995,68.24104234527687
25,12,3.0,3.0,5.0,2.0,264,34.090909090909086,102.00000000000011,0.3863636363636368,34.00000000000006,1.293103448275862,65.9090909090909
25,8,2.0,2.0,5.0,2.0,700,30.714285714285715,101.73697978237816,0.1453385425462545,71.00000000000004,1.10488348431173,69.28571428571428
25,8,2.0,2.0,5.0,3.0,581,39.75903614457831,101.736979782378,0.17510667776657143,60.00000000000021,1.0968923616975028,60.24096385542169
